Segment ID,Roadway Name,From,To,segment_average_sum
135514,MAJOR DEEGAN EXPRESSWAY,MOSHOLU PARKWAY,VAN CORTLANDT PARK SOUTH,65769
135515,MAJOR DEEGAN EXPRESSWAY,MOSHOLU PARKWAY,VAN CORTLANDT PARK SOUTH,63381
135746,Rockaway Boulevard,Brookville Boulevard,Brookville Boulevard,32697
135759,Prospect Expressway,Caton Avenue,Albemarle Road,39485
135767,Prospect Expressway,Caton Avenue,Albemarle Road,32214
136049,FDR Drive,Stanton Street,East Houston Street,46001
136191,Rockaway Boulevard,North Boundary Road,150 Road,26403
136481,Ocean Parkway,Avenue T,Avenue S,1924
136482,Ocean Parkway,Avenue S,Avenue T,1327
136521,Cross Bronx Expressway,Rosedale Avenue,Commonwealth Avenue,54765
136522,Cross Bronx Expressway,Rosedale Avenue,Commonwealth Avenue,75421
136535,Main Street,63 Avenue,Gravett Road,7374
136625,FDR Drive,57 Street,56 Street,77067
136626,FDR Drive,57 Street,56 Street,53937
136635,F D R DRIVE,SUTTON SQUARE,EAST 57 STREET,76261
136707,Bruckner Boulevard,St. Anns Avenue,St. Anns Place,12140
136708,Bruckner Boulevard,St. Anns Avenue,St. Anns Place,25458
136814,Canal Street,Manhattan Bridge Approach,Bowery,7739
136836,BELT PARKWAY,BODY OF WATER,ERSKINE STREET,72706
137212,Woodhaven Boulevard,95 Avenue,95 Street,19910
137213,Woodhaven Boulevard,95 Avenue,95 Street,23335
137516,Washington Bridge,Harlem River Shoreline,Harlem River Shoreline,25097
137522,LONG ISLAND EXPRESSWAY,57 AVENUE,254 STREET,93511
137523,LONG ISLAND EXPRESSWAY,57 AVENUE,254 STREET,94637
137748,F D R DRIVE,29 STREET,26 STREET,127834
137757,LONG ISLAND EXPRESSWAY,188 STREET,189 STREET,78750
137771,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,46617
137907,GOWANUS EXPRESSWAY,BAY RIDGE PARKWAY,76 STREET,55734
137913,Gowanus Expressway,72 Street Pedestrian Overpass,73 Street,31908
138222,31 Avenue,131 Street,Whitestone Expressway,4633
138288,Van Wyck Expressway,105 Avenue,LibertyAvenue,92116
138375,Cross Island Parkway,87 Avenue,88 Avenue,79076
138467,Long Island Expressway,134 Street,135 Street,76618
138811,BELT PARKWAY,26 STREET,DOOLEY STREET,71564
138812,BELT PARKWAY,26 STREET,DOOLEY STREET,71683
138878,ED KOCH QUEENSBORO BRIDGE LOWER LEVEL INNER ROADWAY,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,38883
138879,ED KOCH QUEENSBORO BRIDGE LOWER,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,46784
138880,ED KOCH QUEENSBORO BRIDGE UPPER LEVEL,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,37494
139027,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,40015
139031,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,24198
139037,BRUCKNER EXPRESSWAY,OLMSTEAD AVENUE,CASTLE HILL AVENUE,57767
139175,CROSS ISLAND PARKWAY,70 AVENUE,244 STREET,49164
139176,CROSS ISLAND PARKWAY,70 AVENUE,244 STREET,56852
139249,CROSS ISLAND PARKWAY,50 AVENUE,53 AVENUE,69391
139303,BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,105033
139317,Van Wyck Expressway,East Meadow Lake Bridge,Jewel Avenue,40829
139618,Bronx River Parkway,East Gun Hill Road,Bronx River,39318
139620,Bronx River Parkway,Bronx River,East Gun Hill Road,44783
139657,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,97411
139707,Bronx River Parkway,222 Street,221 Street,50603
139708,Bronx River Parkway,222 Street,221 Street,56990
139743,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,59272
139898,Major Deegan Expressway,Van Cortlandt Avenue West,Mosholu Parkway,71695
139997,CROSS ISLAND PARKWAY,164 STREET,165 STREET,37749
140015,CROSS ISLAND PARKWAY,164 STREET,165 STREET,41268
140093,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,38534
140108,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,71167
140111,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,73254
140353,Belt Parkway,South Conduit Avenue,Cohancy Street,70077
140401,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,31386
140405,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,33919
140442,BQE,63 Street,64 Street,45959
140473,BQE,59 Place,59 Street,50441
140479,BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,48347
140481,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,49810
140482,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,47492
140632,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,69224
140775,Ed Koch Queensboro Bridge,West Main Street,East Main Street,42512
140776,Ed Koch Queensboro Bridge,West Main Street,East Main Street,34937
140777,Ed Koch Queensboro Bridge,West Main Street,East Main Street,41015
140783,Cross Bronx Expressway,Prospect Avenue,Marmion Avenue,66495
140788,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,71237
140792,BOSTON ROAD,176 STREET,CROSS BRONX EXPRESSWAY,4254
140793,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,86583
140995,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET,FOREST PARK DRIVE,44509
141188,Holland Tunnel,New Jersey,Pier,48002
141190,Holland Tunnel,New Jersey,Pier,48153
141367,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,37540
141368,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,32383
141408,Cross Bronx Expressway,Noble Avenue,Rosedale Avenue,79845
141585,WEST STREET,NORTH MOORE STREET,HUBERT STREET,31405
141607,BQE,Northern Boulevard,34 Avenue,55584
141611,BQE,Northern Boulevard,34 Avenue,60924
141740,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,12517
141753,LONG ISLAND EXPRESSWAY,JUNCTION BOULEVARD,97 STREET,77017
141787,Clearview Expressway SR,39 Avenue,38 Avenue,2069
141846,BELT PARKWAY,BODY OF WATER,ERSKINE STREET,67016
142231,WEST SHORE EXPRESSWAY,EDWARD CURRY AVENUE,SOUTH AVENUE,85337
142279,HENRY HUDSON PARKWAY,120 STREET,122 STREET,57141
142280,HENRY HUDSON PARKWAY,120 STREET,122 STREET,57604
142386,LONG ISLAND EXPRESSWAY,JUNCTION BOULEVARD,97 STREET,105244
142554,HENRY HUDSON PARKWAY,73 STREET,76 STREET,57207
142555,HENRY HUDSON PARKWAY,73 STREET,76 STREET,66270
142566,HUTCHINSON RIVER PARKWAY,ST THERESA AVENUE,LAURIE AVENUE,46820
142613,BELT PARKWAY,BODY OF WATER,102 STREET,76286
142618,BELT PARKWAY,BODY OF WATER,102 STREET,78790
142684,WEST STREET,CHAMBERS STREET,HARRISON STREET,32367
142827,WEST SHORE EXPRESSWAY,MULDON AVENUE,WILD AVENUE,50118
142839,12 Avenue,West 44 Street,West 45 Street,39535
142957,Belt Parkway,Mill Basin,Bergen Avenue,63615
142959,Belt Parkway,Mill Basin,Bergen Avenue,59095
143230,West Street,Bloomfield Street,Little West 12 Street,36736
143233,West Street,Bloomfield Street,Little West 12 Street,33897
143299,HENRY HUDSON PARKWAY,231 STREET,232 STREET,33120
143300,HENRY HUDSON PARKWAY,231 STREET,232 STREET,28188
143346,STATEN ISLAND EXPRESSWAY,RENWICK AVENUE,SLOSSON AVENUE,87253
143382,Belt Parkway,72 Street,74 Street,27925
143391,HENRY HUDSON PARKWAY,KAPPOCK STREET,227 STREET,35502
143392,HENRY HUDSON PARKWAY,KAPPOCK STREET,227 STREET,30223
143524,WEST STREET,JANE STREET,12 STREET,35942
143526,WEST STREET,JANE STREET,12 STREET,39337
143686,BROOKLYN QUEENS EXRESSPWAY,ADELPHI STREET,CLERMONT AVENUE,66505
143705,Hutchinson River Parkway,Lafayette Avenue,Bruckner Expressway,28906
143706,Hutchinson River Parkway,Lafayette Avenue,Bruckner Expressway,33804
143870,HUTCHINSON RIVER PARKWAY,BARTOW AVENUE,NEW ENGLAND THRUWAY,43462
143872,Hutchinson River Parkway,Bartow Avenue,New England Thruway,44409
143873,Hutchinson River Parkway,Bartow Avenue,New England Thruway,44752
143877,HUTCHINSON RIVER PARKWAY,BARTOW AVENUE,NEW ENGLAND THRUWAY,58138
144193,BROOKLYN QUEENS EXPRESSWAY,RICHARDSON STREET,LEONARD STREET,90229
144194,BROOKLYN QUEENS EXPRESSWAY,RICHARDSON STREET,LEONARD STREET,76431
144258,GOWANUS EXPRESSWAY,BAY RIDGE PARKWAY,76 STREET,52750
144261,Gowanus Expressway,72 Street Pedestrian Overpass,73 Street,61070
144328,BQE,63 Street,64 Street,43447
144331,BQE,59 Place,59 Street,53124
144435,Kings Highway,East 93 Street,East 94 Street,2617
144548,Riverside Drive,West 116 Street,119 Street,5182
144549,Riverside Drive,West 116 Street,119 Street,4476
144849,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,3535
144850,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,4082
144881,Grand Concourse Service Road,Hawkstone Street,Mount Eden Avenue,5275
144988,Broadway,120 Street,116 Street,9845
144993,Broadway,120 Street,116 Street,10869
145066,65 Street,4 Avenue,5 Avenue,10655
145200,Union Turnpike,Vleigh Place,141 Street,14996
145201,Union Turnpike,Vleigh Place,141 Street,2103
145202,UNION TURNPIKE,ENTRANCE INTO UNION TPKE,141 STREET,17814
145203,UNION TURNPIKE,ENTRANCE INTO UNION TPKE,141 STREET,2205
145229,Eastern Parkway,Broadway,Cook Court,9678
145398,Cross Bay Boulevard,East 1 Road,65 Avenue,11829
145416,Union Turnpike,195 Street,196 Street,6111
145838,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,4553
145851,1st Avenue,East 47 Street,East 48 Street,6157
145927,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,16823
145928,Southern Boulevard,Mosholu Parkway,Bronx River Parkway,16841
146046,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,10896
146115,1st Avenue,East 47 Street,East 48 Street,13866
146142,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,4985
146339,LITTLE NECK PARKWAY,87 ROAD,87 TERRACE,4583
146340,LITTLE NECK PARKWAY,87 ROAD,87 TERRACE,4007
146374,Union Turnpike,Hewlett Street,Langdale Street,6542
146375,Union Turnpike,Hewlett Street,Langdale Street,10085
146496,EAST BURNSIDE AVENUE,ANTHONY AVENUE,GRAND CONCOURSE,8868
146527,RIVERSIDE DRIVE,WEST 114 STREET,WEST 113 STREET,5035
146528,RIVERSIDE DRIVE,WEST 114 STREET,WEST 113 STREET,5292
146547,EAST FORDHAM ROAD,BRONX RIVER SHORELINE,PELHAM PARKWAY,35880
146567,Boston Road,Eastchester Bridge,Huguenot Avenue,18086
146568,Boston Road,Eastchester Bridge,Huguenot Avenue,11510
146666,Southern Boulevard,East Fordham Road,East Fordham Road,8141
146667,Southern Boulevard,East Fordham Road,East Fordham Road,7237
146674,Southern Boulevard,East Fordham Road,East Fordham Road,13208
146748,Riverside Drive,West 147 Street,West 146 Street,5847
146864,East 170 Street,Grant Avenue,Morris Avenue,4062
146865,East 170 Street,Grant Avenue,Morris Avenue,1559
146886,East Burnside Avenue Service Road,Grand Concourse,Anthony Avenue,2967
146887,East Burnside Avenue Main Road,Grand Concourse,Anthony Avenue,3701
146888,East Burnside Avenue Main Road,Grand Concourse,Anthony Avenue,3704
147000,East Kingsbridge Road,East 194 Street,Grand Concourse,1992
147032,White Plains Road,East 215 Street,East 216 Street,6124
147036,White Plains Road,Westchester Avenue,Cross Bronx Expressway SR South,14145
147118,Northern Boulevard,Collins Place,Kings Road,24015
147311,East Kingsbridge Road,East 194 Street,Grand Concourse,2426
147346,204 Street,Grand Concourse,Valentine Avenue,2398
147347,204 Street,Grand Concourse,Valentine Avenue,1217
147471,EAST 161 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,5538
147472,EAST 161 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,9862
147673,Broadway,West 242 Street,240 Street,12082
147686,Braddock Avenue,221 Street,221 Place,4845
147877,Midland Parkway,Dalny Road,Wexford Terrace,4622
148030,KINGS HIGHWAY,EAST  93 STREET,LENOX ROAD,3081
148178,Kings Highway,East 94 Street,East 93 Street,2072
148179,KINGS HIGHWAY,EAST  93 STREET,LENOX ROAD,2877
148197,Grand Concourse,187 Street,184 Street,7320
148198,Grand Concourse,187 Street,184 Street,7337
148407,Seagirt Boulevard,Beach 7 Street,Beach 9 Street,10324
148423,F D R Drive,119 Street,East 120 Street Pedestrian Overpass,77350
148829,F D R DRIVE,EAST 102 STREET,EAST 105 STREET,79259
148877,23 Avenue,83 Street,85 Street,4736
148899,FDR Drive,East 103 Street Footbridge,102 Street,77350
148940,Main Street,Hoover Avenue,82 Drive,15193
148978,Bell Boulevard,67 Avenue,67 Avenue,2860
148980,Bell Boulevard,67 Avenue,67 Avenue,3057
149201,Richmond Avenue,Forest Hill Road,Fresh Kills Bridge,27258
149203,FDR Drive,99 Street,100 Street,77350
149213,MERRICK BOULEVARD,BELKNAP STREET,180 STREET,11208
149214,Merrick Boulevard,Farmers Boulevard,Belknap Street,14623
149223,Woodhaven Boulevard,Eliot Avenue,Eliot Avenue,32048
149278,RICHMOND AVENUE,YUKON AVENUE,INDEPENDENCE AVENUE,20541
149327,Astoria Boulevard,88 Street,89 Street,17543
149590,F D R DRIVE,74 STREET,76 STREET,79604
149759,Grand Concourse Service Road,Hawkstone Street,Mount Eden Avenue,6647
149977,Eastern Parkway,Troy Avenue,Albany Avenue,1100
150039,164 Street,65 Avenue,67 Avenue,7336
150052,Eastern Parkway,Albany Avenue,Albany Avenue,1826
150066,Linden Boulevard,Van Sinderen Avenue,Snediker Avenue,21232
150110,Francis Lewis Boulevard,Long Island Expressway,73 Avenue,7069
150149,FDR Drive,East 130 Street,East 129 Street,66886
150213,Francis Lewis Boulevard,115 Road,115 Drive,8666
150232,Pulaski Bridge,Clay Street,Paidge Avenue,17083
150254,Grand Concourse,153 Street,East 156 Street,13694
150346,Merrick Boulevard,111 Avenue,111 Road,11731
150536,FRANCIS LEWIS BOULEVARD,CROCHERON AVENUE,200 STREET,7081
150549,Cross Bay Boulevard,East 1 Road,65 Avenue,9714
150578,South Avenue,Glen Street,Hughs Avenue,6966
150579,South Avenue,Glen Street,Hughs Avenue,7709
150608,F D R DRIVE,STANTON STREET,DELANCEY STREET,58172
150637,SEAVIEW AVENUE,EAST 102 STREET,EAST 103 STREET,2299
150676,Atlantic Avenue,Williams Avenue,Hillsdale Street,20392
150677,Atlantic Avenue,Williams Avenue,Hillsdale Street,22131
150678,Atlantic Avenue SR,Williams Avenue,Hillsdale Street,9593
150681,Atlantic Avenue SR,Williams Avenue,Hillsdale Street,5200
150850,College Point Boulevard,Booth Memorial Avenue,Lawrence Street,5623
151034,Queens Boulevard SR,Long Island Expressway,62 Avenue,12220
151405,Union Turnpike,Magaret Place,71 Avenue,9720
151407,Union Turnpike,Magaret Place,71 Avenue,8816
151662,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,7399
151663,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,19391
151664,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,4390
151665,Woodhaven Boulevard,95 Avenue,95 Street,4692
151668,Woodhaven Boulevard,95 Avenue,95 Street,3841
151704,Woodhaven Boulevard,73 Avenue,74 Avenue,27273
151751,Queens Boulevard,Union Turnpike,80 Road,14103
152030,34 Avenue,113  Street,114 Street,6411
152031,34 Avenue,113  Street,114 Street,1724
152158,BROADWAY,60 STREET,COLUMBUS CIRCLE,15485
152334,HYLAN BOULEVARD,EBBITTS AVENUE,PRINCETON AVENUE,29201
152362,BELT PARKWAY,FLATBUSH AVENUE,MILL BASIN BRIDGE,62240
152386,Utopia Parkway,Northern Boulevard,45 Avenue,8027
152499,114 STREET,GRAND CENTRAL ENTRANCE,36 AVENUE,3500
152518,Metropolitan Avenue,Gardner Avenue,Scott Avenue,11344
152649,Francis Lewis Boulevard,115 Road,115 Drive,9149
152668,BROADWAY,WEST 147 STREET,WEST 148 STREET,10224
152688,Francis Lewis Boulevard,37 Avenue,38 Avenue,7689
152699,West Shore Expressway,Lois Lane,Bloomfield Avenue,31591
152769,STATEN ISLAND EXPRESSWAY,RENWICK AVENUE,SLOSSON AVENUE,91867
152782,WEST SHORE EXPRESSWAY,MULDON AVENUE,WILD AVENUE,47279
152854,West Shore Expressway,Lois Lane,Bloomfield Avenue,43347
152873,34 Avenue,92 Street,93 Street,6214
153064,Clearview Expressway,38 Avenue,39 Avenue,38759
153067,34 Avenue,92 Street,93 Street,6547
153288,Long Island Expressway,134 Street,135 Street,69118
153379,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,36033
153427,Van Wyck Expressway,105 Avenue,LibertyAvenue,72410
153700,34 Avenue,91 Street,92 Street,6522
153773,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET,FOREST PARK DRIVE,42416
153870,LONG ISLAND EXPRESSWAY,188 STREET,189 STREET,75132
153916,34 Avenue,91 Street,92 Street,7108
154031,Belt Parkway,72 Street,74 Street,27514
154092,BROOKLYN QUEENS EXRESSPWAY,ADELPHI STREET,CLERMONT AVENUE,65940
154272,BELT PARKWAY,FLATBUSH AVENUE,MILL BASIN BRIDGE,65189
154275,SEAVIEW AVENUE,EAST 102 STREET,EAST 103 STREET,2019
154454,Cross Bronx Expressway,Prospect Avenue,Marmion Avenue,81900
154501,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,5119
154610,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,30047
154617,BOSTON ROAD,176 STREET,CROSS BRONX EXPRESSWAY,6271
154664,Esplanade,Hone Avenue,Lurting Avenue,801
154758,BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,54738
154787,Bedford Park Boulevard  Service Road,Grand Concourse,Valentine Avenue,4850
154863,Major Deegan Expressway,Van Cortlandt Avenue West,Mosholu Parkway,74686
154911,Esplanade,Hone Avenue,Lurting Avenue,624
154953,Cross Bronx Expressway,Noble Avenue,Rosedale Avenue,47874
154989,F D R DRIVE,74 STREET,76 STREET,81770
155060,ED KOCH QUEENSBORO BRIDGE LOWER LEVEL OUTER ROADWAY,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,7551
155099,Harlem River Driveway,Dyckman Street,Amsterdam Avenue,10694
155120,FDR Drive,East 103 Street Footbridge,102 Street,72932
155125,F D R DRIVE,EAST 102 STREET,EAST 105 STREET,77576
155144,FDR Drive,119 Street,East 120 Street Pedestrian Overpass,70769
155153,FDR Drive,East 42 Street,East 43 Street,56400
155276,Hylan Boulevard,Hales Avenue,Woods of Arden Road,12848
155290,RICHMOND TERRACE,YUKON AVENUE,INDEPENDENCE AVENUE,19340
155338,HYLAN BOULEVARD,ALLISON AVENUE,PRINCETON AVENUE,17661
155387,Richmond Avenue,Forest Hill Road,Fresh Kills Bridge,28143
155435,Hylan Boulevard,Hales Avenue,Woods of Arden Road,11611
155609,Braddock Avenue,221 Street,221 Place,6006
155745,Seagirt Boulevard,Beach 7 Street,Beach 9 Street,10883
155775,Midland Parkway,Dalny Road,Wexford Terrace,4988
155846,Jamaica Avenue,197 Street,198 Street,17979
155864,11 STREET,47 AVENUE,47 ROAD,9401
155920,Grand Central Parkway,193 Street,Cunningham Park SR,71864
156005,Woodhaven Boulevard Main Road,97 Avenue,101 Avenue,18931
156045,Utopia Parkway,45 Avenue,Northern Boulevard,6837
156239,Astoria Boulevard,88 Street,89 Street,12255
156309,Francis Lewis Boulevard,37 Avenue,38 Avenue,9076
156336,Merrick Boulevard,111 Avenue,111 Road,10811
156379,Woodhaven Boulevard,Eliot Avenue,Eliot Avenue,37679
156450,164 Street,65 Avenue,67 Avenue,7398
156483,Union Turnpike,195 Street,196 Street,7635
156485,23rd Avenue,83th Street,85th Street,NA
156532,Main Street,63 Avenue,Gravett Road,6737
156608,MERRICK BOULEVARD,BELKNAP STREET,180 STREET,11388
156785,Francis Lewis Boulevard,Long Island Expressway,73 Avenue,8545
156873,Utopia Parkway,65 Avenue,67 Avenue,5932
156973,11 STREET,47 AVENUE,47 ROAD,6287
157129,COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,BOTANICAL GARDEN BRIDGE,29968
157162,Utopia Parkway,65 Avenue,67 Avenue,6502
157208,FRANCIS LEWIS BOULEVARD,CROCHERON AVENUE,200 STREET,6676
157226,Queens Boulevard,Union Turnpike,80 Road,11499
157298,Northern Boulevard,College Point Boulevard,King Road,19125
157354,Clearview Expressway,38 Avenue,39 Avenue,40435
157405,Main Street,Hoover Avenue,82 Drive,14934
157598,4 Avenue,28 Street,29 Street,15951
157603,Jamaica Avenue,Georgia Avenue,Fanchon Place,15156
157673,Linden Boulevard,Van Sinderen Avenue,Snediker Avenue,20135
157676,Jamaica Avenue,Fanchon Place,Georgia Avenue,9541
157685,4 Avenue,28 Street,29 Street,8339
157872,Eastern Parkway,Broadway,Cook Court,8560
157900,Flatlands Avenue,Louisiana Avenue,Malta Street,14377
157979,4 AVENUE,29 STREET,30 STREET,14066
158033,Pulaski Bridge,Clay Street,Box Street,18589
158072,Flatlands Avenue,Louisiana Avenue,Malta Street,13047
158092,4 AVENUE,29 STREET,30 STREET,9269
158134,Metropolitan Avenue,Gardner Avenue,Scott Avenue,10088
158217,Cropsey Avenue,Bay 46 Street,27 Avenue,8013
158329,Cropsey Avenue,27 Avenue,Bay 46 Street,7802
158363,East tremont Avenue,Bronx Street,Boston Road,13021
158368,Edward L Grant Highway,Nelson Avenue,Plimpton Avenue,11808
158413,East Tremont Avenue,Boston Road,Bronx Street,11982
158443,Grand Concourse,153 Street,East 156 Street,12564
158447,Broadway,West 242 Street,240 Street,12082
158451,White Plains Road,Westchester Avenue,Cross Bronx Expressway SR South,9856
158455,Edward L Grant Highway,Nelson Avenue,Plimpton Avenue,9627
158578,Park Avenue South,East 26 Street,East 27 Street,14429
158582,Broadway,West 149 Street,West 148 Street,10561
158602,BROADWAY,WEST 147 STREET,WEST 148 STREET,9753
158764,Adamn C Powell Boulevard,West 122 Street,West 123 Street,9593
158771,Joe Dimaggio Highway,27 Street,26 Street,34311
158778,Park Avenue,East 99 Street,East 100 Street,5811
158881,Park Avenue South,East 26 Street,East 27 Street,17725
158938,WEST STREET,NORTH MOORE STREET,HUBERT STREET,35769
158944,Broadway,West 148 Street,West 149 Street,9650
158958,Riverside Drive,West 146 Street,West 147 Street,7501
158973,Park Avenue,East 99 Street,East 100 Street,6356
159023,12 Avenue,West 44 Street,West 45 Street,41638
159048,Adamn C Powell Boulevard,West 148 Street,West 149 Street,7180
159082,Broadway,West 98 Street,West 99 Street,8309
159128,Ed Koch Queensboro Bridge,West Main Street,East Main Street,46401
159147,Broadway,West 98 Street,West 99 Street,11531
159173,ED KOCH QUEENSBORO BRIDGE UPPER LEVEL,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,41752
159184,Joe Dimaggio Highway,27 Street,26 Street,32467
159196,Adamn C Powell Boulevard,West 122 Street,West 123 Street,7993
159287,BROADWAY,60 STREET,COLUMBUS CIRCLE,15076
159727,Travis Avenue,Mulberry Avenue,Freedom Avenue,15496
160063,Dr. M L King Jr. Expressway Exit 11 SB,Victory Boulevard,Christopher Lane,7643
160109,VICTORY BOULEVARD,SOUTH GANNON AVENUE,CANTERBURY AVENUE,36265
160456,RENWICK AVENUE,STATEN ISLAND EXPRESSWAY,LITTLE CLOVE ROAD,8450
160467,CLOVE ROAD,NARROWS ROAD NORTH,STATEN ISLAND EXPRESSWAY,19806
161643,7 AVENUE,65 STREET,66 STREET,3857
162032,SMITH STREET,LORRAINE STREET,GOWANUS EXPRESSWAY,2428
162554,Cherry Street,Catherine Slip,Catherine Street,1509
162681,SOUTH STREET,PIKE SLIP,RUTGERS SLIP,15032
163584,Ocean Parkway,Caton Avenue,Albemarle Road,922
163602,Ocean Parkway,Caton Avenue,Albemarle Road,1321
163652,Parkside Avenue,Park Circle,Parade Place,18150
164286,FORSYTH STREET,BROOME STREET,DELANCEY STREET,2735
164299,Allen Street,Rivington Street,Delancey Street,11331
164301,Allen Street,Delancey Street,Rivington Street,14288
164329,East 18 Street,Broadway,Park Avenue South,8950
164341,Norfolk Street,Delancey Street,Rivington Street,2605
166137,Central Park North,5 Avenue,Lenox Avenue,9204
166478,West 116 Street,Lenox Avenue,Adam C Powell Boulevard,14691
167324,Kings Highway,East 93 Street,East 94 Street,23485
167325,KINGS HIGHWAY,EAST  93 STREET,LENOX ROAD,24140
167454,Rockaway Avenue,Hegeman Avenue,Linden Boulevard,13087
167682,Stewart Avenue,Metropolitan Avenue,Grand Street,2734
167694,FLUSHING AVENUE,METROPOLITAN AVENUE,53 STREET,21633
170113,South Conduit Avenue,150 Street,Van Wyck Expressway,26750
170523,Van Wyck Boulevard East,Lloyd Road,Liberty Avenue,28047
172999,EAST 119 STREET,PARK AVENUE SOUTH,PARK AVENUE NORTH,3143
173496,East 149 Street,A J Griffin Place,Grand Concourse,23349
174149,EAST 161 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,12797
174179,Dr. M L King Jr. Boulevard,Ogden Avenue,Edward L Grant Highway,10104
174289,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,7491
174305,East 169 Street,Grand Concourse,Sheridan Avenue,6747
174360,East 170 Street,Grant Avenue,Morris Avenue,6889
175385,82 Street,Northern Boulevard,34 Avenue,4735
175499,JUNCTION BOULEVARD,NORTHERN BOULEVARD,34 AVENUE,11242
176139,EAST 174 STREET,METCALF AVENUE,BRONX RIVER PARKWAY,11252
176277,Grand Concourse,184 Street,187 Street,20030
176279,Grand Concourse,187 Street,184 Street,17126
176284,GRAND CONCOURSE,187 STREET,188 STREET,40781
176290,EAST 188 STREET,GRAND CONCOURSE,VALENTINE AVENUE,9477
176291,EAST FORDHAM ROAD,GRAND CONCOURSE NORTH,GRAND CONCOURSE SOUTH,26390
176292,EAST FORDHAM ROAD,GRAND CONCOURSE,VALENTINE AVENUE,30395
176295,WEBSTER AVENUE,EAST 189 STREET,EAST FORDHAM ROAD,23949
176365,Bedford Park Boulevard,Grand Concourse,Valentine Avenue,8901
176380,204 Street,Grand Concourse,Valentine Avenue,730
176737,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,13255
177454,103 Street,Northern Boulevard,34 Avenue,3151
177488,108 Street,Northern Boulevard,34 Avenue,8631
177744,31 Avenue,131 Street,Whitestone Expressway,1814
177868,ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY SB SR,BRIDGE MIDPOINT (ABOVE CROSS BRONX EXPRESSWAY),12419
177876,Rosedale Avenue,Cross Bronx Expressway Main Road,Cross Bronx Expressway Service Road,11573
177940,WESTCHESTER AVENUE,HUGH J GRANT CIRCLE,WHITE PLAINS ROAD,9717
178332,HUTCHINSON RIVER PARKWAY,ST THERESA AVENUE,LAURIE AVENUE,49231
178395,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,41085
178549,STILLWELL AVENUE,PELHAM PARKWAY,RHINELANDER AVENUE,6877
178889,UNION TURNPIKE,141 STREET,ENTRANCE INTO UNION TURNPIKE,12491
